"Notes"	"Year"	"Year Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Residence State"	"Residence State Code"	Deaths	Population	Crude Rate
	"2021"	"2021"	"50-54 years"	"50-54"	"Delaware"	"10"	401	62582	640.8
	"2021"	"2021"	"50-54 years"	"50-54"	"District of Columbia"	"11"	254	34616	733.8
	"2021"	"2021"	"50-54 years"	"50-54"	"Florida"	"12"	9047	1397438	647.4
	"2021"	"2021"	"50-54 years"	"50-54"	"Georgia"	"13"	5055	712735	709.2
	"2021"	"2021"	"50-54 years"	"50-54"	"Hawaii"	"15"	452	86900	520.1
	"2021"	"2021"	"50-54 years"	"50-54"	"Idaho"	"16"	593	107832	549.9
	"2021"	"2021"	"50-54 years"	"50-54"	"Illinois"	"17"	4469	809035	552.4
	"2021"	"2021"	"50-54 years"	"50-54"	"Indiana"	"18"	2921	419439	696.4
	"2021"	"2021"	"50-54 years"	"50-54"	"Iowa"	"19"	988	186888	528.7
	"2021"	"2021"	"50-54 years"	"50-54"	"Kansas"	"20"	1022	166172	615.0
	"2021"	"2021"	"50-54 years"	"50-54"	"Kentucky"	"21"	2694	286712	939.6
	"2021"	"2021"	"50-54 years"	"50-54"	"Louisiana"	"22"	2465	274969	896.5
	"2021"	"2021"	"50-54 years"	"50-54"	"Maine"	"23"	554	91904	602.8
	"2021"	"2021"	"50-54 years"	"50-54"	"Maryland"	"24"	2227	411958	540.6
	"2021"	"2021"	"50-54 years"	"50-54"	"Massachusetts"	"25"	1967	464384	423.6
	"2021"	"2021"	"50-54 years"	"50-54"	"Michigan"	"26"	4194	648901	646.3
	"2021"	"2021"	"50-54 years"	"50-54"	"Minnesota"	"27"	1493	345557	432.1
	"2021"	"2021"	"50-54 years"	"50-54"	"Mississippi"	"28"	1823	181934	1002.0
	"2021"	"2021"	"50-54 years"	"50-54"	"Missouri"	"29"	2634	372440	707.2
	"2021"	"2021"	"50-54 years"	"50-54"	"Montana"	"30"	386	61516	627.5
	"2021"	"2021"	"50-54 years"	"50-54"	"Nebraska"	"31"	573	109454	523.5
	"2021"	"2021"	"50-54 years"	"50-54"	"Nevada"	"32"	1401	203128	689.7
	"2021"	"2021"	"50-54 years"	"50-54"	"New Hampshire"	"33"	434	96648	449.1
	"2021"	"2021"	"50-54 years"	"50-54"	"New Jersey"	"34"	3037	635259	478.1
	"2021"	"2021"	"50-54 years"	"50-54"	"New Mexico"	"35"	1051	119417	880.1
	"2021"	"2021"	"50-54 years"	"50-54"	"New York"	"36"	6199	1295209	478.6
	"2021"	"2021"	"50-54 years"	"50-54"	"North Carolina"	"37"	4659	696034	669.4
	"2021"	"2021"	"50-54 years"	"50-54"	"North Dakota"	"38"	220	39713	554.0
	"2021"	"2021"	"50-54 years"	"50-54"	"Ohio"	"39"	5345	746126	716.4
	"2021"	"2021"	"50-54 years"	"50-54"	"Oklahoma"	"40"	2107	228433	922.4
	"2021"	"2021"	"50-54 years"	"50-54"	"Oregon"	"41"	1453	261060	556.6
	"2021"	"2021"	"50-54 years"	"50-54"	"Pennsylvania"	"42"	5061	834564	606.4
	"2021"	"2021"	"50-54 years"	"50-54"	"Rhode Island"	"44"	347	71867	482.8
	"2021"	"2021"	"50-54 years"	"50-54"	"South Carolina"	"45"	2692	328232	820.2
	"2021"	"2021"	"50-54 years"	"50-54"	"South Dakota"	"46"	328	48279	679.4
	"2021"	"2021"	"50-54 years"	"50-54"	"Tennessee"	"47"	4117	449921	915.0
	"2021"	"2021"	"50-54 years"	"50-54"	"Texas"	"48"	11763	1784120	659.3
	"2021"	"2021"	"50-54 years"	"50-54"	"Utah"	"49"	778	166975	465.9
	"2021"	"2021"	"50-54 years"	"50-54"	"Vermont"	"50"	204	41641	489.9
	"2021"	"2021"	"50-54 years"	"50-54"	"Virginia"	"51"	2984	559073	533.7
	"2021"	"2021"	"50-54 years"	"50-54"	"Washington"	"53"	2381	475233	501.0
	"2021"	"2021"	"50-54 years"	"50-54"	"West Virginia"	"54"	1244	116503	1067.8
	"2021"	"2021"	"50-54 years"	"50-54"	"Wisconsin"	"55"	1920	369340	519.8
	"2021"	"2021"	"50-54 years"	"50-54"	"Wyoming"	"56"	199	32239	617.3
"Total"	"2021"	"2021"	"50-54 years"	"50-54"			129893	20906926	621.3
	"2021"	"2021"	"55-59 years"	"55-59"	"Alabama"	"01"	4477	336754	1329.5
	"2021"	"2021"	"55-59 years"	"55-59"	"Alaska"	"02"	420	45140	930.4
	"2021"	"2021"	"55-59 years"	"55-59"	"Arizona"	"04"	4505	436142	1032.9
	"2021"	"2021"	"55-59 years"	"55-59"	"Arkansas"	"05"	2529	192947	1310.7
	"2021"	"2021"	"55-59 years"	"55-59"	"California"	"06"	18722	2455012	762.6
	"2021"	"2021"	"55-59 years"	"55-59"	"Colorado"	"08"	2575	348881	738.1
	"2021"	"2021"	"55-59 years"	"55-59"	"Connecticut"	"09"	1831	266117	688.0
	"2021"	"2021"	"55-59 years"	"55-59"	"Delaware"	"10"	637	70332	905.7
	"2021"	"2021"	"55-59 years"	"55-59"	"District of Columbia"	"11"	441	34102	1293.2
	"2021"	"2021"	"55-59 years"	"55-59"	"Florida"	"12"	14215	1498608	948.5
	"2021"	"2021"	"55-59 years"	"55-59"	"Georgia"	"13"	7477	699859	1068.4
	"2021"	"2021"	"55-59 years"	"55-59"	"Hawaii"	"15"	661	89673	737.1
	"2021"	"2021"	"55-59 years"	"55-59"	"Idaho"	"16"	889	111302	798.7
	"2021"	"2021"	"55-59 years"	"55-59"	"Illinois"	"17"	6794	829715	818.8
	"2021"	"2021"	"55-59 years"	"55-59"	"Indiana"	"18"	4501	436873	1030.3
	"2021"	"2021"	"55-59 years"	"55-59"	"Iowa"	"19"	1634	201486	811.0
	"2021"	"2021"	"55-59 years"	"55-59"	"Kansas"	"20"	1613	179655	897.8
	"2021"	"2021"	"55-59 years"	"55-59"	"Kentucky"	"21"	3935	301495	1305.2
	"2021"	"2021"	"55-59 years"	"55-59"	"Louisiana"	"22"	3791	296585	1278.2
	"2021"	"2021"	"55-59 years"	"55-59"	"Maine"	"23"	919	103693	886.3
	"2021"	"2021"	"55-59 years"	"55-59"	"Maryland"	"24"	3415	432398	789.8
	"2021"	"2021"	"55-59 years"	"55-59"	"Massachusetts"	"25"	3088	492930	626.5
	"2021"	"2021"	"55-59 years"	"55-59"	"Michigan"	"26"	6531	689928	946.6
	"2021"	"2021"	"55-59 years"	"55-59"	"Minnesota"	"27"	2452	375195	653.5
	"2021"	"2021"	"55-59 years"	"55-59"	"Mississippi"	"28"	2832	190369	1487.6
	"2021"	"2021"	"55-59 years"	"55-59"	"Missouri"	"29"	4400	406336	1082.8
	"2021"	"2021"	"55-59 years"	"55-59"	"Montana"	"30"	631	69593	906.7
	"2021"	"2021"	"55-59 years"	"55-59"	"Nebraska"	"31"	937	118258	792.3
	"2021"	"2021"	"55-59 years"	"55-59"	"Nevada"	"32"	1960	199596	982.0
	"2021"	"2021"	"55-59 years"	"55-59"	"New Hampshire"	"33"	700	108652	644.3
	"2021"	"2021"	"55-59 years"	"55-59"	"New Jersey"	"34"	4479	658851	679.8
	"2021"	"2021"	"55-59 years"	"55-59"	"New Mexico"	"35"	1633	130882	1247.7
	"2021"	"2021"	"55-59 years"	"55-59"	"New York"	"36"	9575	1367335	700.3
	"2021"	"2021"	"55-59 years"	"55-59"	"North Carolina"	"37"	7187	697268	1030.7
	"2021"	"2021"	"55-59 years"	"55-59"	"North Dakota"	"38"	366	44401	824.3
	"2021"	"2021"	"55-59 years"	"55-59"	"Ohio"	"39"	8318	782458	1063.1
	"2021"	"2021"	"55-59 years"	"55-59"	"Oklahoma"	"40"	3154	240699	1310.4
	"2021"	"2021"	"55-59 years"	"55-59"	"Oregon"	"41"	2243	257319	871.7
	"2021"	"2021"	"55-59 years"	"55-59"	"Pennsylvania"	"42"	7846	894652	877.0
	"2021"	"2021"	"55-59 years"	"55-59"	"Rhode Island"	"44"	549	78212	701.9
	"2021"	"2021"	"55-59 years"	"55-59"	"South Carolina"	"45"	4087	348059	1174.2
	"2021"	"2021"	"55-59 years"	"55-59"	"South Dakota"	"46"	485	55524	873.5
	"2021"	"2021"	"55-59 years"	"55-59"	"Tennessee"	"47"	5977	462892	1291.2
	"2021"	"2021"	"55-59 years"	"55-59"	"Texas"	"48"	17060	1709592	997.9
	"2021"	"2021"	"55-59 years"	"55-59"	"Utah"	"49"	1134	155496	729.3
	"2021"	"2021"	"55-59 years"	"55-59"	"Vermont"	"50"	314	46470	675.7
	"2021"	"2021"	"55-59 years"	"55-59"	"Virginia"	"51"	4911	577813	849.9
	"2021"	"2021"	"55-59 years"	"55-59"	"Washington"	"53"	3565	474269	751.7
	"2021"	"2021"	"55-59 years"	"55-59"	"West Virginia"	"54"	1817	121120	1500.2
	"2021"	"2021"	"55-59 years"	"55-59"	"Wisconsin"	"55"	2992	411235	727.6
	"2021"	"2021"	"55-59 years"	"55-59"	"Wyoming"	"56"	404	35141	1149.7
"Total"	"2021"	"2021"	"55-59 years"	"55-59"			197608	21567314	916.2
	"2021"	"2021"	"60-64 years "	"60-64"	"Alabama"	"01"	6304	335619	1878.3
	"2021"	"2021"	"60-64 years "	"60-64"	"Alaska"	"02"	582	45236	1286.6
	"2021"	"2021"	"60-64 years "	"60-64"	"Arizona"	"04"	6258	443743	1410.3
	"2021"	"2021"	"60-64 years "	"60-64"	"Arkansas"	"05"	3544	191949	1846.3
	"2021"	"2021"	"60-64 years "	"60-64"	"California"	"06"	26305	2322720	1132.5
	"2021"	"2021"	"60-64 years "	"60-64"	"Colorado"	"08"	3760	353338	1064.1
	"2021"	"2021"	"60-64 years "	"60-64"	"Connecticut"	"09"	2471	254875	969.5
	"2021"	"2021"	"60-64 years "	"60-64"	"Delaware"	"10"	901	73186	1231.1
	"2021"	"2021"	"60-64 years "	"60-64"	"District of Columbia"	"11"	623	31914	1952.1
	"2021"	"2021"	"60-64 years "	"60-64"	"Florida"	"12"	20101	1480962	1357.3
	"2021"	"2021"	"60-64 years "	"60-64"	"Georgia"	"13"	10243	643278	1592.3
	"2021"	"2021"	"60-64 years "	"60-64"	"Hawaii"	"15"	942	91482	1029.7
	"2021"	"2021"	"60-64 years "	"60-64"	"Idaho"	"16"	1389	117316	1184.0
	"2021"	"2021"	"60-64 years "	"60-64"	"Illinois"	"17"	9970	820867	1214.6
	"2021"	"2021"	"60-64 years "	"60-64"	"Indiana"	"18"	6492	436953	1485.7
	"2021"	"2021"	"60-64 years "	"60-64"	"Iowa"	"19"	2585	210704	1226.8
	"2021"	"2021"	"60-64 years "	"60-64"	"Kansas"	"20"	2551	186398	1368.6
	"2021"	"2021"	"60-64 years "	"60-64"	"Kentucky"	"21"	5487	297113	1846.8
	"2021"	"2021"	"60-64 years "	"60-64"	"Louisiana"	"22"	5335	298805	1785.4
	"2021"	"2021"	"60-64 years "	"60-64"	"Maine"	"23"	1284	109633	1171.2
	"2021"	"2021"	"60-64 years "	"60-64"	"Maryland"	"24"	4731	405447	1166.9
	"2021"	"2021"	"60-64 years "	"60-64"	"Massachusetts"	"25"	4305	472482	911.1
	"2021"	"2021"	"60-64 years "	"60-64"	"Michigan"	"26"	9559	704159	1357.5
	"2021"	"2021"	"60-64 years "	"60-64"	"Minnesota"	"27"	3711	380920	974.2
	"2021"	"2021"	"60-64 years "	"60-64"	"Mississippi"	"28"	3847	190350	2021.0
	"2021"	"2021"	"60-64 years "	"60-64"	"Missouri"	"29"	6351	417141	1522.5
	"2021"	"2021"	"60-64 years "	"60-64"	"Montana"	"30"	1029	78676	1307.9
	"2021"	"2021"	"60-64 years "	"60-64"	"Nebraska"	"31"	1399	122403	1142.9
	"2021"	"2021"	"60-64 years "	"60-64"	"Nevada"	"32"	2811	192482	1460.4
	"2021"	"2021"	"60-64 years "	"60-64"	"New Hampshire"	"33"	1029	110307	932.9
	"2021"	"2021"	"60-64 years "	"60-64"	"New Jersey"	"34"	6085	623555	975.9
	"2021"	"2021"	"60-64 years "	"60-64"	"New Mexico"	"35"	2013	138112	1457.5
	"2021"	"2021"	"60-64 years "	"60-64"	"New York"	"36"	13284	1320663	1005.9
	"2021"	"2021"	"60-64 years "	"60-64"	"North Carolina"	"37"	9785	676803	1445.8
	"2021"	"2021"	"60-64 years "	"60-64"	"North Dakota"	"38"	562	47717	1177.8
	"2021"	"2021"	"60-64 years "	"60-64"	"Ohio"	"39"	12279	807221	1521.1
	"2021"	"2021"	"60-64 years "	"60-64"	"Oklahoma"	"40"	4703	245513	1915.6
	"2021"	"2021"	"60-64 years "	"60-64"	"Oregon"	"41"	3386	271087	1249.0
	"2021"	"2021"	"60-64 years "	"60-64"	"Pennsylvania"	"42"	11597	917204	1264.4
	"2021"	"2021"	"60-64 years "	"60-64"	"Rhode Island"	"44"	775	77027	1006.1
	"2021"	"2021"	"60-64 years "	"60-64"	"South Carolina"	"45"	5603	349399	1603.6
	"2021"	"2021"	"60-64 years "	"60-64"	"South Dakota"	"46"	672	60473	1111.2
	"2021"	"2021"	"60-64 years "	"60-64"	"Tennessee"	"47"	8096	450992	1795.2
	"2021"	"2021"	"60-64 years "	"60-64"	"Texas"	"48"	23902	1611004	1483.7
	"2021"	"2021"	"60-64 years "	"60-64"	"Utah"	"49"	1584	155492	1018.7
	"2021"	"2021"	"60-64 years "	"60-64"	"Vermont"	"50"	497	49709	999.8
	"2021"	"2021"	"60-64 years "	"60-64"	"Virginia"	"51"	6846	548027	1249.2
	"2021"	"2021"	"60-64 years "	"60-64"	"Washington"	"53"	5347	478957	1116.4
	"2021"	"2021"	"60-64 years "	"60-64"	"West Virginia"	"54"	2603	127674	2038.8
	"2021"	"2021"	"60-64 years "	"60-64"	"Wisconsin"	"55"	4452	418336	1064.2
	"2021"	"2021"	"60-64 years "	"60-64"	"Wyoming"	"56"	593	40327	1470.5
"Total"	"2021"	"2021"	"60-64 years "	"60-64"			280563	21235750	1321.2
	"2021"	"2021"	"65-69 years"	"65-69"	"Alabama"	"01"	7257	294377	2465.2
	"2021"	"2021"	"65-69 years"	"65-69"	"Alaska"	"02"	716	38297	1869.6
	"2021"	"2021"	"65-69 years"	"65-69"	"Arizona"	"04"	7768	409308	1897.8
	"2021"	"2021"	"65-69 years"	"65-69"	"Arkansas"	"05"	4134	170339	2426.9
	"2021"	"2021"	"65-69 years"	"65-69"	"California"	"06"	29954	1961307	1527.2
	"2021"	"2021"	"65-69 years"	"65-69"	"Colorado"	"08"	4473	308907	1448.0
	"2021"	"2021"	"65-69 years"	"65-69"	"Connecticut"	"09"	2702	209492	1289.8
	"2021"	"2021"	"65-69 years"	"65-69"	"Delaware"	"10"	1058	67369	1570.5
	"2021"	"2021"	"65-69 years"	"65-69"	"District of Columbia"	"11"	664	27873	2382.2
	"2021"	"2021"	"65-69 years"	"65-69"	"Florida"	"12"	23510	1352886	1737.8
	"2021"	"2021"	"65-69 years"	"65-69"	"Georgia"	"13"	11574	539737	2144.4
	"2021"	"2021"	"65-69 years"	"65-69"	"Hawaii"	"15"	1181	86471	1365.8
	"2021"	"2021"	"65-69 years"	"65-69"	"Idaho"	"16"	1718	107836	1593.2
	"2021"	"2021"	"65-69 years"	"65-69"	"Illinois"	"17"	11740	696825	1684.8
	"2021"	"2021"	"65-69 years"	"65-69"	"Indiana"	"18"	7851	376938	2082.8
	"2021"	"2021"	"65-69 years"	"65-69"	"Iowa"	"19"	3137	185617	1690.0
	"2021"	"2021"	"65-69 years"	"65-69"	"Kansas"	"20"	3121	163343	1910.7
	"2021"	"2021"	"65-69 years"	"65-69"	"Kentucky"	"21"	6317	259763	2431.8
	"2021"	"2021"	"65-69 years"	"65-69"	"Louisiana"	"22"	6057	260931	2321.3
	"2021"	"2021"	"65-69 years"	"65-69"	"Maine"	"23"	1492	99258	1503.2
	"2021"	"2021"	"65-69 years"	"65-69"	"Maryland"	"24"	5296	332170	1594.4
	"2021"	"2021"	"65-69 years"	"65-69"	"Massachusetts"	"25"	5258	398530	1319.3
	"2021"	"2021"	"65-69 years"	"65-69"	"Michigan"	"26"	11767	617312	1906.2
	"2021"	"2021"	"65-69 years"	"65-69"	"Minnesota"	"27"	4431	321627	1377.7
	"2021"	"2021"	"65-69 years"	"65-69"	"Mississippi"	"28"	4555	166225	2740.3
	"2021"	"2021"	"65-69 years"	"65-69"	"Missouri"	"29"	7236	356887	2027.5
	"2021"	"2021"	"65-69 years"	"65-69"	"Montana"	"30"	1204	74417	1617.9
	"2021"	"2021"	"65-69 years"	"65-69"	"Nebraska"	"31"	1691	107049	1579.7
	"2021"	"2021"	"65-69 years"	"65-69"	"Nevada"	"32"	3536	172744	2047.0
	"2021"	"2021"	"65-69 years"	"65-69"	"New Hampshire"	"33"	1336	92129	1450.1
	"2021"	"2021"	"65-69 years"	"65-69"	"New Jersey"	"34"	7265	508080	1429.9
	"2021"	"2021"	"65-69 years"	"65-69"	"New Mexico"	"35"	2361	127485	1852.0
	"2021"	"2021"	"65-69 years"	"65-69"	"New York"	"36"	16016	1114139	1437.5
	"2021"	"2021"	"65-69 years"	"65-69"	"North Carolina"	"37"	11504	595852	1930.7
	"2021"	"2021"	"65-69 years"	"65-69"	"North Dakota"	"38"	648	41796	1550.4
	"2021"	"2021"	"65-69 years"	"65-69"	"Ohio"	"39"	14481	701254	2065.0
	"2021"	"2021"	"65-69 years"	"65-69"	"Oklahoma"	"40"	5357	213644	2507.4
	"2021"	"2021"	"65-69 years"	"65-69"	"Oregon"	"41"	4361	263384	1655.8
	"2021"	"2021"	"65-69 years"	"65-69"	"Pennsylvania"	"42"	14299	804870	1776.6
	"2021"	"2021"	"65-69 years"	"65-69"	"Rhode Island"	"44"	956	65626	1456.7
	"2021"	"2021"	"65-69 years"	"65-69"	"South Carolina"	"45"	6805	320465	2123.5
	"2021"	"2021"	"65-69 years"	"65-69"	"South Dakota"	"46"	832	55178	1507.8
	"2021"	"2021"	"65-69 years"	"65-69"	"Tennessee"	"47"	9247	395614	2337.4
	"2021"	"2021"	"65-69 years"	"65-69"	"Texas"	"48"	27725	1340363	2068.5
	"2021"	"2021"	"65-69 years"	"65-69"	"Utah"	"49"	1936	134996	1434.1
	"2021"	"2021"	"65-69 years"	"65-69"	"Vermont"	"50"	596	45013	1324.1
	"2021"	"2021"	"65-69 years"	"65-69"	"Virginia"	"51"	8026	464096	1729.4
	"2021"	"2021"	"65-69 years"	"65-69"	"Washington"	"53"	6591	429420	1534.9
	"2021"	"2021"	"65-69 years"	"65-69"	"West Virginia"	"54"	3086	119704	2578.0
	"2021"	"2021"	"65-69 years"	"65-69"	"Wisconsin"	"55"	5469	360367	1517.6
	"2021"	"2021"	"65-69 years"	"65-69"	"Wyoming"	"56"	689	37010	1861.7
"Total"	"2021"	"2021"	"65-69 years"	"65-69"			330984	18394320	1799.4
	"2021"	"2021"	"70-74 years"	"70-74"	"Alabama"	"01"	8613	247567	3479.1
	"2021"	"2021"	"70-74 years"	"70-74"	"Alaska"	"02"	721	28129	2563.2
	"2021"	"2021"	"70-74 years"	"70-74"	"Arizona"	"04"	9613	373692	2572.4
	"2021"	"2021"	"70-74 years"	"70-74"	"Arkansas"	"05"	4934	145083	3400.8
	"2021"	"2021"	"70-74 years"	"70-74"	"California"	"06"	34921	1596706	2187.1
	"2021"	"2021"	"70-74 years"	"70-74"	"Colorado"	"08"	5277	249937	2111.3
	"2021"	"2021"	"70-74 years"	"70-74"	"Connecticut"	"09"	3239	169040	1916.1
	"2021"	"2021"	"70-74 years"	"70-74"	"Delaware"	"10"	1379	57028	2418.1
	"2021"	"2021"	"70-74 years"	"70-74"	"District of Columbia"	"11"	652	22844	2854.1
	"2021"	"2021"	"70-74 years"	"70-74"	"Florida"	"12"	29010	1238372	2342.6
	"2021"	"2021"	"70-74 years"	"70-74"	"Georgia"	"13"	13624	448250	3039.4
	"2021"	"2021"	"70-74 years"	"70-74"	"Hawaii"	"15"	1343	76151	1763.6
	"2021"	"2021"	"70-74 years"	"70-74"	"Idaho"	"16"	2172	89510	2426.5
	"2021"	"2021"	"70-74 years"	"70-74"	"Illinois"	"17"	13943	563021	2476.5
	"2021"	"2021"	"70-74 years"	"70-74"	"Indiana"	"18"	9283	304590	3047.7
	"2021"	"2021"	"70-74 years"	"70-74"	"Iowa"	"19"	3768	150487	2503.9
	"2021"	"2021"	"70-74 years"	"70-74"	"Kansas"	"20"	3578	130835	2734.7
	"2021"	"2021"	"70-74 years"	"70-74"	"Kentucky"	"21"	7519	216377	3475.0
	"2021"	"2021"	"70-74 years"	"70-74"	"Louisiana"	"22"	6771	210478	3217.0
	"2021"	"2021"	"70-74 years"	"70-74"	"Maine"	"23"	1989	83881	2371.2
	"2021"	"2021"	"70-74 years"	"70-74"	"Maryland"	"24"	6396	272316	2348.7
	"2021"	"2021"	"70-74 years"	"70-74"	"Massachusetts"	"25"	6503	328377	1980.3
	"2021"	"2021"	"70-74 years"	"70-74"	"Michigan"	"26"	13654	500766	2726.6
	"2021"	"2021"	"70-74 years"	"70-74"	"Minnesota"	"27"	5346	255560	2091.9
	"2021"	"2021"	"70-74 years"	"70-74"	"Mississippi"	"28"	5010	137744	3637.2
	"2021"	"2021"	"70-74 years"	"70-74"	"Missouri"	"29"	8540	292574	2918.9
	"2021"	"2021"	"70-74 years"	"70-74"	"Montana"	"30"	1478	61022	2422.1
	"2021"	"2021"	"70-74 years"	"70-74"	"Nebraska"	"31"	2081	86928	2393.9
	"2021"	"2021"	"70-74 years"	"70-74"	"Nevada"	"32"	4198	149164	2814.4
	"2021"	"2021"	"70-74 years"	"70-74"	"New Hampshire"	"33"	1569	74562	2104.3
	"2021"	"2021"	"70-74 years"	"70-74"	"New Jersey"	"34"	8640	412791	2093.1
	"2021"	"2021"	"70-74 years"	"70-74"	"New Mexico"	"35"	2846	111035	2563.2
	"2021"	"2021"	"70-74 years"	"70-74"	"New York"	"36"	19372	923578	2097.5
	"2021"	"2021"	"70-74 years"	"70-74"	"North Carolina"	"37"	13929	505295	2756.6
	"2021"	"2021"	"70-74 years"	"70-74"	"North Dakota"	"38"	756	31846	2373.9
	"2021"	"2021"	"70-74 years"	"70-74"	"Ohio"	"39"	17320	577038	3001.5
	"2021"	"2021"	"70-74 years"	"70-74"	"Oklahoma"	"40"	6197	174788	3545.4
	"2021"	"2021"	"70-74 years"	"70-74"	"Oregon"	"41"	5275	226253	2331.5
	"2021"	"2021"	"70-74 years"	"70-74"	"Pennsylvania"	"42"	17243	660306	2611.4
	"2021"	"2021"	"70-74 years"	"70-74"	"Rhode Island"	"44"	1161	52747	2201.1
	"2021"	"2021"	"70-74 years"	"70-74"	"South Carolina"	"45"	8154	280431	2907.7
	"2021"	"2021"	"70-74 years"	"70-74"	"South Dakota"	"46"	1019	42511	2397.0
	"2021"	"2021"	"70-74 years"	"70-74"	"Tennessee"	"47"	11091	332654	3334.1
	"2021"	"2021"	"70-74 years"	"70-74"	"Texas"	"48"	31027	1068210	2904.6
	"2021"	"2021"	"70-74 years"	"70-74"	"Utah"	"49"	2312	107371	2153.3
	"2021"	"2021"	"70-74 years"	"70-74"	"Vermont"	"50"	760	37527	2025.2
	"2021"	"2021"	"70-74 years"	"70-74"	"Virginia"	"51"	9933	389202	2552.1
	"2021"	"2021"	"70-74 years"	"70-74"	"Washington"	"53"	7924	353111	2244.1
	"2021"	"2021"	"70-74 years"	"70-74"	"West Virginia"	"54"	3846	106363	3615.9
	"2021"	"2021"	"70-74 years"	"70-74"	"Wisconsin"	"55"	6525	288778	2259.5
	"2021"	"2021"	"70-74 years"	"70-74"	"Wyoming"	"56"	828	28976	2857.5
"Total"	"2021"	"2021"	"70-74 years"	"70-74"			393282	15271802	2575.2
	"2021"	"2021"	"75-79 years"	"75-79"	"Alabama"	"01"	8474	160361	5284.3
	"2021"	"2021"	"75-79 years"	"75-79"	"Alaska"	"02"	700	15913	4398.9
	"2021"	"2021"	"75-79 years"	"75-79"	"Arizona"	"04"	10418	256251	4065.5
	"2021"	"2021"	"75-79 years"	"75-79"	"Arkansas"	"05"	4983	96748	5150.5
	"2021"	"2021"	"75-79 years"	"75-79"	"California"	"06"	36504	1046111	3489.5
	"2021"	"2021"	"75-79 years"	"75-79"	"Colorado"	"08"	5421	149828	3618.1
	"2021"	"2021"	"75-79 years"	"75-79"	"Connecticut"	"09"	3962	116528	3400.0
	"2021"	"2021"	"75-79 years"	"75-79"	"Delaware"	"10"	1403	36734	3819.3
	"2021"	"2021"	"75-79 years"	"75-79"	"District of Columbia"	"11"	556	14783	3761.1
	"2021"	"2021"	"75-79 years"	"75-79"	"Florida"	"12"	32227	888506	3627.1
	"2021"	"2021"	"75-79 years"	"75-79"	"Georgia"	"13"	13501	284558	4744.6
	"2021"	"2021"	"75-79 years"	"75-79"	"Hawaii"	"15"	1357	50178	2704.4
	"2021"	"2021"	"75-79 years"	"75-79"	"Idaho"	"16"	2303	56494	4076.5
	"2021"	"2021"	"75-79 years"	"75-79"	"Illinois"	"17"	14505	363182	3993.9
	"2021"	"2021"	"75-79 years"	"75-79"	"Indiana"	"18"	9264	192478	4813.0
	"2021"	"2021"	"75-79 years"	"75-79"	"Iowa"	"19"	3955	94422	4188.6
	"2021"	"2021"	"75-79 years"	"75-79"	"Kansas"	"20"	3699	82799	4467.4
	"2021"	"2021"	"75-79 years"	"75-79"	"Kentucky"	"21"	7417	134958	5495.8
	"2021"	"2021"	"75-79 years"	"75-79"	"Louisiana"	"22"	6524	132050	4940.6
	"2021"	"2021"	"75-79 years"	"75-79"	"Maine"	"23"	2114	52229	4047.6
	"2021"	"2021"	"75-79 years"	"75-79"	"Maryland"	"24"	6691	177482	3770.0
	"2021"	"2021"	"75-79 years"	"75-79"	"Massachusetts"	"25"	7381	212323	3476.3
	"2021"	"2021"	"75-79 years"	"75-79"	"Michigan"	"26"	14134	317552	4450.9
	"2021"	"2021"	"75-79 years"	"75-79"	"Minnesota"	"27"	5966	161437	3695.6
	"2021"	"2021"	"75-79 years"	"75-79"	"Mississippi"	"28"	4830	86853	5561.1
	"2021"	"2021"	"75-79 years"	"75-79"	"Missouri"	"29"	8782	191115	4595.1
	"2021"	"2021"	"75-79 years"	"75-79"	"Montana"	"30"	1542	37073	4159.4
	"2021"	"2021"	"75-79 years"	"75-79"	"Nebraska"	"31"	2143	53847	3979.8
	"2021"	"2021"	"75-79 years"	"75-79"	"Nevada"	"32"	4374	97289	4495.9
	"2021"	"2021"	"75-79 years"	"75-79"	"New Hampshire"	"33"	1832	46036	3979.5
	"2021"	"2021"	"75-79 years"	"75-79"	"New Jersey"	"34"	9628	278064	3462.5
	"2021"	"2021"	"75-79 years"	"75-79"	"New Mexico"	"35"	2759	70742	3900.1
	"2021"	"2021"	"75-79 years"	"75-79"	"New York"	"36"	20911	607006	3444.9
	"2021"	"2021"	"75-79 years"	"75-79"	"North Carolina"	"37"	14412	324228	4445.0
	"2021"	"2021"	"75-79 years"	"75-79"	"North Dakota"	"38"	827	20351	4063.7
	"2021"	"2021"	"75-79 years"	"75-79"	"Ohio"	"39"	17131	357081	4797.5
	"2021"	"2021"	"75-79 years"	"75-79"	"Oklahoma"	"40"	6309	115769	5449.6
	"2021"	"2021"	"75-79 years"	"75-79"	"Oregon"	"41"	5623	140682	3997.0
	"2021"	"2021"	"75-79 years"	"75-79"	"Pennsylvania"	"42"	18066	425356	4247.3
	"2021"	"2021"	"75-79 years"	"75-79"	"Rhode Island"	"44"	1276	34247	3725.9
	"2021"	"2021"	"75-79 years"	"75-79"	"South Carolina"	"45"	8076	178182	4532.4
	"2021"	"2021"	"75-79 years"	"75-79"	"South Dakota"	"46"	969	24540	3948.7
	"2021"	"2021"	"75-79 years"	"75-79"	"Tennessee"	"47"	10964	213876	5126.3
